"","x"
"X0.054686",7.95221517374645
"X2.8459",87.1014218393777
"X4.679",92.6496260283056
"X4.4979",164.048435025275
"X1.9495",54.159650907019
"X5.3328",22.6838540074392
"X2.757",30.4564585833975
"X1.0466",17.3145583536248
"X2.138",15.8864866333822
"X4.2063",2145.82292956801
"X.896.51",3.88801403136299
